製品区分,製品コード,製造指示番号,手配区分名,製番,納期,指示数,単位名,受入数,製番ステータス区分,備考,登録日,手配区分,商品コード,商品名,規格,型式,図番,品種分類コード,品種分類名,品種コード,品種名,張地種別,型紙区分１,型紙区分２,張地番号１,張地番号２,張地幅１,張地幅２,ファスナー色１,ファスナー色２,マジックテープ色１,マジックテープ色２,糸番１,糸番２,洗濯表示１,洗濯表示２,品番,仕様,ピース,パーツ,木色,特区
N528,N528       49       GY  48/2608,SZS000004224,製番手配入力,JUC000001108-01,2020/01/07,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005145,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  48/2608,,,1,製品,0011,ソファ,布,G,,48/2608,,1.40000,,BL,,BL,,1017,,B,,N528,,49,,GY,
N528,N528       49       GY  T7182,SZS000001328,製番手配入力,JUC000000153-02,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0005534,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  T7182,,,1,製品,0011,ソファ,布,G-R,,T7182,,1.40000,,BE,,BE,,1004,,,,N528,,49,,GY,
N528,N528       49       NA  18/3806,SZS000007507,製番手配入力,JUC000002024-01,2019/12/02,1,ﾋﾟｰｽ,1,1,UG,2019/11/20,5,N528    0002571,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       NA  18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,49,,NA,
N528,N528       50       BW  18/5166,SZS000003128,製番手配入力,JUC000000606-01,2019/12/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000085,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       BW  18/5166,,,1,製品,0011,ソファ,布,G,,18/5166,,1.37000,,BR,,BE,,1004,,E,,N528,,50,,BW,
N528,N528       50       BW  28/2520,SZS000006540,製番手配入力,JUC000001921-01,2019/12/02,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N528    0000551,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       BW  28/2520,,,1,製品,0011,ソファ,布,GR,,28/2520,,1.37000,,BE,,BE,,1000,,B,,N528,,50,,BW,
N528,N528       50       BW  38/2690,SZS000001200,製番手配入力,JUC000000132-02,2019/12/05,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0002792,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       BW  38/2690,,,1,製品,0011,ソファ,布,G,,38/2690,,1.40000,,BE,,BE,,1004,,B,,N528,,50,,BW,
N528,N528       50       BW  38/4226,SZS000004384,製番手配入力,JUC000001162-01,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000647,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       BW  38/4226,,,1,製品,0011,ソファ,布,ZZ1,,38/4226,,1.40000,,BE,,BE,,1004,,B,,N528,,50,,BW,
N528,N528       50       DB  22/2600,SZS000004899,製番手配入力,JUC000001375-02,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001886,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       DB  22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,50,,DB,
N528,N528       50       DB  48/2608,SZS000002117,製番手配入力,JUC000000314-02,2019/12/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005244,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       DB  48/2608,,,1,製品,0011,ソファ,布,G,,48/2608,,1.40000,,BL,,BL,,1017,,B,,N528,,50,,DB,
N528,N528       50       DB  L3/511         2,SZS000000364,製番手配入力,JUC000000080-02,2020/04/20,1,ﾋﾟｰｽ,0,0,2:ﾄﾗｲｱﾙ革,2019/11/05,5,N528    0005349,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       DB  L3/511         2,,,1,製品,0011,ソファ,革,L,,L3/511,,1.00000,,BE,,BE,,104,,,,N528,,50,,DB,2
N528,N528       50       GY  18/3929,SZS000003669,製番手配入力,JUC000000886-02,2019/12/16,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005136,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,50,,GY,
N528,N528       50       GY  38/2352,SZS000002916,製番手配入力,JUC000000536-01,2020/02/19,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003815,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  38/2352,,,1,製品,0011,ソファ,布,G,,38/2352,,1.37000,,BE,,BE,,101,,B,,N528,,50,,GY,
N528,N528       50       GY  38/2558,SZS000004318,製番手配入力,JUC000001147-01,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004164,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  38/2558,,,1,製品,0011,ソファ,布,G,,38/2558,,1.45000,,BE,,BE,,1000,,B,,N528,,50,,GY,
N528,N528       50       GY  38/6178,SZS000002646,製番手配入力,JUC000000446-02,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003775,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,50,,GY,
N528,N528       50       GY  38/6178,SZS000002733,製番手配入力,JUC000000465-01,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003775,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,50,,GY,
N528,N528       50       GY  38/6178,SZS000006352,製番手配入力,JUC000001903-02,2019/12/05,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0003775,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,50,,GY,
N528,N528       50       GY  L3/510,SZS000003373,製番手配入力,JUC000000683-02,2020/02/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005519,ｶｽﾄｰﾙ ｶｳﾁ,N528       50       GY  L3/510,,,1,製品,0011,ソファ,革,L,,L3/510,,0.00000,,BE,,BE,,101,,,,N528,,50,,GY,
N560    N,N560    N  10       DB  48/2206,SZS000006911,製番手配入力,JUC000001962-01,2019/11/28,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N560    0000697,ﾃﾗｽ 1Pｱｰﾑﾚｽｿﾌｧ,N560    N  10       DB  48/2206,,,1,製品,0011,ソファ,布,G,,48/2206,,1.40000,,BL,,BL,,1017,,B,,N560,N,10,,DB,
N666    E,N666    E  37           #T7371,SZS000006977,製番手配入力,JUC000001969-06,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0007169,ﾚｶﾞﾄ 背ｸｯｼｮﾝ,N666    E  37           #T7371,,,1,製品,0011,ソファ,布,G,,#T7371,,1.37000,,BR,,,,108,,,,N666,E,37,,,
N666    E,N666    E  37           18/5169,SZS000006692,製番手配入力,JUC000001934-04,2020/01/22,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0000944,ﾚｶﾞﾄ 背ｸｯｼｮﾝ,N666    E  37           18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,N666,E,37,,,
N666    E,N666    E  38           #T7371,SZS000006972,製番手配入力,JUC000001969-05,2019/12/02,3,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0007168,ﾚｶﾞﾄ 背ｸｯｼｮﾝ,N666    E  38           #T7371,,,1,製品,0011,ソファ,布,G,,#T7371,,1.37000,,BR,,,,108,,,,N666,E,38,,,
N666    HW,N666    HW 119B     DB  18/5169,SZS000006680,製番手配入力,JUC000001934-02,2020/01/22,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0004485,ﾚｶﾞﾄ 変形ｿﾌｧ,N666    HW 119B     DB  18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,N666,HW,119B,,DB,
N666    HW,N666    HW 17M      DB  18/5169,SZS000006686,製番手配入力,JUC000001934-03,2020/01/22,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0004327,ﾚｶﾞﾄ ｽﾂｰﾙM,N666    HW 17M      DB  18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,N666,HW,17M,,DB,
N666    HW,N666    HW 31       DB  18/5169,SZS000006674,製番手配入力,JUC000001934-01,2020/01/22,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N666    0004919,ﾚｶﾞﾄ ｺｰﾅｰｿﾌｧ,N666    HW 31       DB  18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,N666,HW,31,,DB,
N666    SX,N666    SX 122A     DB  #T7371,SZS000006960,製番手配入力,JUC000001969-03,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0007166,ﾚｶﾞﾄ 120片肘ｿﾌｧ(Aｱｰﾑ),N666    SX 122A     DB  #T7371,,,1,製品,0011,ソファ,布,G,,#T7371,,1.37000,,BR,,,,108,,,,N666,SX,122A,,DB,
N666    SX,N666    SX 17M      DB  #T7371,SZS000006948,製番手配入力,JUC000001969-01,2019/12/02,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N666    0007164,ﾚｶﾞﾄ ｽﾂｰﾙM,N666    SX 17M      DB  #T7371,,,1,製品,0011,ソファ,布,G,,#T7371,,1.37000,,BR,,,,108,,,,N666,SX,17M,,DB,
N666    SX,N666    SX 31       DB  #T7371,SZS000006966,製番手配入力,JUC000001969-04,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0007167,ﾚｶﾞﾄ ｺｰﾅｰｿﾌｧ,N666    SX 31       DB  #T7371,,,1,製品,0011,ソファ,布,G,,#T7371,,1.37000,,BR,,,,108,,,,N666,SX,31,,DB,
N666    SX,N666    SX 90       DB  #T7371,SZS000006954,製番手配入力,JUC000001969-02,2019/12/02,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,N666    0007165,ﾚｶﾞﾄ 90ｱｰﾑﾚｽｿﾌｧ,N666    SX 90       DB  #T7371,,,1,製品,0011,ソファ,布,G,,#T7371,,1.37000,,BR,,,,108,,,,N666,SX,90,,DB,
P231    W,P231    W  01           L1/218,SZS000001468,製番手配入力,JUC000000163-01,2020/03/10,1,ﾋﾟｰｽ,0,0,ﾄﾗｲｱﾙ革,2019/11/06,5,P231    0000176,ﾗｲﾑ 1Pｿﾌｧ(ｷｬｽﾀｰ),P231    W  01           L1/218,,,1,製品,0011,ソファ,革,L,,L1/218,,0.00000,,BL,,BL,,170,,,,P231,W,01,,,
S307,S307       48           22/5508,SZS000002555,製番手配入力,JUC000000414-01,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,S307    0000334,ﾄﾘｴﾝﾄ 3Pｿﾌｧﾍﾞｯﾄﾞ,S307       48           22/5508,,,1,製品,0011,ソファ,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,S307,,48,,,
T010,T010       38    C      22/5508,SZS000006846,製番手配入力,JUC000001948-01,2019/11/28,2,ﾋﾟｰｽ,0,0,ｶﾊﾞｰのみ,2019/11/18,5,T010    0003296,ｼｴｽﾀ 背ｸｯｼｮﾝ ｶﾊﾞｰ,T010       38    C      22/5508,,,1,製品,0011,ソファ,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,T010,,38,C,,
T043    W,T043    W  02    T      28/8807,SZS000006424,製番手配入力,JUC000001907-01,2019/11/27,1,ﾋﾟｰｽ,0,0,ファスナーはベージュ,2019/11/18,5,T043    0002373,ｸﾘﾋﾞｱ 2Pｿﾌｧ T,T043    W  02    T      28/8807,,,1,製品,0011,ソファ,布,G,,28/8807,,1.40000,,BE,,BE,,1000,,B,,T043,W,02,T,,
T323    W,T323    W  03       DB  18/5169,SZS000007734,製番手配入力,JUC000002069-01,2020/02/24,1,ﾋﾟｰｽ,0,0,,2019/11/27,5,T323    0001720,ﾗｺﾝﾃ 3Pｿﾌｧ,T323    W  03       DB  18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,T323,W,03,,DB,
T428,T428       03           22/2800 28/4106,SZS000003110,製番手配入力,JUC000000596-01,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T428    0000048,ﾏｼﾞｪｽ 3Pｿﾌｧ,T428       03           22/2800 28/4106,,,1,製品,0011,ソファ,布＋布,A,G,22/2800,28/4106,1.34000,1.40000,BE,BR,BE,BE,1000,108,H,B,T428,,03,,,
T428,T428       03           48/2009 L1/219,SZS000002360,製番手配入力,JUC000000359-01,2019/12/19,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T428    0000038,ﾏｼﾞｪｽ 3Pｿﾌｧ,T428       03           48/2009 L1/219,,,1,製品,0011,ソファ,布＋革,ｶH,L,48/2009,L1/219,1.44000,0.00000,BE,BE,BE,BE,1022,101,G,,T428,,03,,,
T428,T428       17           22/2800 28/4106,SZS000003111,製番手配入力,JUC000000596-02,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T428    0000049,ﾏｼﾞｪｽ ｽﾂｰﾙ,T428       17           22/2800 28/4106,,,1,製品,0011,ソファ,布＋布,A,G,22/2800,28/4106,1.34000,1.40000,BE,BR,BE,BE,1000,108,H,B,T428,,17,,,
T428,T428       17           48/2009 L1/219,SZS000002367,製番手配入力,JUC000000359-02,2019/12/19,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T428    0000039,ﾏｼﾞｪｽ ｽﾂｰﾙ,T428       17           48/2009 L1/219,,,1,製品,0011,ソファ,布＋革,ｶH,L,48/2009,L1/219,1.44000,0.00000,BE,BE,BE,BE,1022,101,G,,T428,,17,,,
T517,T517       36           18/3808,SZS000006884,製番手配入力,JUC000001951-02,2020/02/10,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,T517    0000305,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           18/3808,,,1,製品,0011,ソファ,布,G,,18/3808,,1.37000,,BL,,BL,,170,,C,,T517,,36,,,
T517,T517       36           22/5609,SZS000002402,製番手配入力,JUC000000371-02,2020/01/10,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0000887,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,T517,,36,,,
T517,T517       36           38/2546,SZS000002345,製番手配入力,JUC000000353-03,2019/12/02,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0000046,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           38/2546,,,1,製品,0011,ソファ,布,G,,38/2546,,1.37000,,BL,,BL,,1017,,B,,T517,,36,,,
T517,T517       36           48/2206,SZS000002635,製番手配入力,JUC000000443-01,2020/01/20,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001626,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           48/2206,,,1,製品,0011,ソファ,布,G,,48/2206,,1.40000,,BL,,BL,,1017,,B,,T517,,36,,,
T517,T517       36           48/2206,SZS000007299,製番手配入力,JUC000002003-04,2020/01/20,3,ﾋﾟｰｽ,0,0,,2019/11/20,5,T517    0001626,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           48/2206,,,1,製品,0011,ソファ,布,G,,48/2206,,1.40000,,BL,,BL,,1017,,B,,T517,,36,,,
T517,T517       36           48/2207,SZS000006199,製番手配入力,JUC000001889-03,2019/12/05,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,T517    0001603,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           48/2207,,,1,製品,0011,ソファ,布,G,,48/2207,,1.40000,,BL,,BL,,1017,,B,,T517,,36,,,
T517,T517       36           L1/218,SZS000002233,製番手配入力,JUC000000332-04,2019/11/29,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001044,ｸｵｰﾄﾞ ｸｯｼｮﾝ,T517       36           L1/218,,,1,製品,0011,ソファ,革,L,,L1/218,,0.00000,,BL,,BL,,170,,,,T517,,36,,,
T517    N,T517    N  06           38/2546,SZS000002333,製番手配入力,JUC000000353-01,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001319,ｸｵｰﾄﾞ 2P片肘ｿﾌｧ,T517    N  06           38/2546,,,1,製品,0011,ソファ,布,G,,38/2546,,1.37000,,BL,,BL,,1017,,B,,T517,N,06,,,
T517    N,T517    N  06           L3/518        2,SZS000006187,製番手配入力,JUC000001889-01,2019/12/05,1,ﾋﾟｰｽ,0,0,UG　ﾄﾗｲｱﾙ革,2019/11/18,5,T517    0001754,ｸｵｰﾄﾞ 2P片肘ｿﾌｧ,T517    N  06           L3/518        2,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,06,,,2
T517    N,T517    N  08           18/3808,SZS000006878,製番手配入力,JUC000001951-01,2020/02/10,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,T517    0001128,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  08           18/3808,,,1,製品,0011,ソファ,布,G,,18/3808,,1.37000,,BL,,BL,,170,,C,,T517,N,08,,,
T517    N,T517    N  08           18/5169,SZS000003795,製番手配入力,JUC000000928-01,2019/11/28,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001170,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  08           18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,T517,N,08,,,
T517    N,T517    N  08           22/5609,SZS000002396,製番手配入力,JUC000000371-01,2020/01/10,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001668,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  08           22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,T517,N,08,,,
T517    N,T517    N  08           L1/218,SZS000002215,製番手配入力,JUC000000332-01,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001335,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  08           L1/218,,,1,製品,0011,ソファ,革,L,,L1/218,,0.00000,,BL,,BL,,170,,,,T517,N,08,,,
T517    N,T517    N  08           L3/518,SZS000002189,製番手配入力,JUC000000328-01,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001169,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  08           L3/518,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,08,,,
T517    N,T517    N  08           L3/518         2,SZS000007281,製番手配入力,JUC000002003-01,2020/01/20,1,ﾋﾟｰｽ,0,0,UG　ﾄﾗｲｱﾙ革,2019/11/20,5,T517    0001611,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  08           L3/518         2,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,08,,,2
T517    N,T517    N  09           L1/218,SZS000002227,製番手配入力,JUC000000332-03,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001271,ｸｵｰﾄﾞ 3P片肘ｿﾌｧ,T517    N  09           L1/218,,,1,製品,0011,ソファ,革,L,,L1/218,,0.00000,,BL,,BL,,170,,,,T517,N,09,,,
T517    N,T517    N  17L          L1/218,SZS000002221,製番手配入力,JUC000000332-02,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0000948,ｸｵｰﾄﾞ ｽﾂｰﾙL,T517    N  17L          L1/218,,,1,製品,0011,ソファ,革,L,,L1/218,,0.00000,,BL,,BL,,170,,,,T517,N,17L,,,
T517    N,T517    N  17S          22/5609,SZS000002407,製番手配入力,JUC000000371-03,2020/01/10,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001544,ｸｵｰﾄﾞ ｽﾂｰﾙS,T517    N  17S          22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,T517,N,17S,,,
T517    N,T517    N  17S          L3/518,SZS000002201,製番手配入力,JUC000000328-03,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0000821,ｸｵｰﾄﾞ ｽﾂｰﾙS,T517    N  17S          L3/518,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,17S,,,
T517    N,T517    N  17S          L3/518         2,SZS000007293,製番手配入力,JUC000002003-03,2020/01/20,1,ﾋﾟｰｽ,0,0,ﾄﾗｲｱﾙ革,2019/11/20,5,T517    0001460,ｸｵｰﾄﾞ ｽﾂｰﾙS,T517    N  17S          L3/518         2,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,17S,,,2
T517    N,T517    N  49           38/2546,SZS000002339,製番手配入力,JUC000000353-02,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001349,ｸｵｰﾄﾞ ｶｳﾁｿﾌｧ,T517    N  49           38/2546,,,1,製品,0011,ソファ,布,G,,38/2546,,1.37000,,BL,,BL,,1017,,B,,T517,N,49,,,
T517    N,T517    N  49           L3/518,SZS000002195,製番手配入力,JUC000000328-02,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T517    0001147,ｸｵｰﾄﾞ ｶｳﾁｿﾌｧ,T517    N  49           L3/518,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,49,,,
T517    N,T517    N  49           L3/518        2,SZS000006193,製番手配入力,JUC000001889-02,2019/12/05,1,ﾋﾟｰｽ,0,0,ﾄﾗｲｱﾙ革,2019/11/18,5,T517    0001755,ｸｵｰﾄﾞ ｶｳﾁｿﾌｧ,T517    N  49           L3/518        2,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,49,,,2
T517    N,T517    N  49           L3/518        2,SZS000007287,製番手配入力,JUC000002003-02,2020/01/20,1,ﾋﾟｰｽ,0,0,ﾄﾗｲｱﾙ革,2019/11/20,5,T517    0001755,ｸｵｰﾄﾞ ｶｳﾁｿﾌｧ,T517    N  49           L3/518        2,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T517,N,49,,,2
T523,T523       03    GC     38/2542,SZS000006860,製番手配入力,JUC000001949-02,2019/12/24,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,T523    0007296,ﾚｼﾞｵ 3Pｿﾌｧ GC,T523       03    GC     38/2542,,,1,製品,0011,ソファ,布,G,,38/2542,,1.37000,,BE,,BE,,1000,,B,,T523,,03,GC,,
T523,T523       36           22/5508,SZS000005190,製番手配入力,JUC000001582-01,2019/12/02,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,T523    0006590,ﾚｼﾞｵ 背ｸｯｼｮﾝ,T523       36           22/5508,,,1,製品,0011,ソファ,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,T523,,36,,,
T523,T523       36    C      38/2542,SZS000006864,製番手配入力,JUC000001949-03,2019/12/24,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,T523    0007297,ﾚｼﾞｵ 背ｸｯｼｮﾝ ｶﾊﾞｰ,T523       36    C      38/2542,,,1,製品,0011,ソファ,布,G,,38/2542,,1.37000,,BE,,BE,,1000,,B,,T523,,36,C,,
T523,T523       38           22/2600,SZS000002053,製番手配入力,JUC000000284-01,2020/01/24,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,T523    0005301,ﾚｼﾞｵ 背ｸｯｼｮﾝ,T523       38           22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,T523,,38,,,
T523,T523       38           48/2406,SZS000006392,製番手配入力,JUC000001904-04,2020/01/06,3,ﾋﾟｰｽ,0,0,,2019/11/18,5,T523    0007292,ﾚｼﾞｵ 背ｸｯｼｮﾝ,T523       38           48/2406,,,1,製品,0011,ソファ,布,G,,48/2406,,1.40000,,BE,,BE,,1004,,B,,T523,,38,,,
T523    S,T523    S  06       DB  48/2406,SZS000006374,製番手配入力,JUC000001904-01,2020/01/06,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,T523    0007289,ﾚｼﾞｵ(S) 2P片肘ｿﾌｧ,T523    S  06       DB  48/2406,,,1,製品,0011,ソファ,布,G,,48/2406,,1.40000,,BE,,BE,,1004,,B,,T523,S,06,,DB,
T523    S,T523    S  07       DB  48/2406,SZS000006380,製番手配入力,JUC000001904-02,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,T523    0007290,ﾚｼﾞｵ(S) 2P片肘ｿﾌｧ,T523    S  07       DB  48/2406,,,1,製品,0011,ソファ,布,G,,48/2406,,1.40000,,BE,,BE,,1004,,B,,T523,S,07,,DB,
T523    S,T523    S  31L      DB  48/2406,SZS000006386,製番手配入力,JUC000001904-03,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,T523    0007291,ﾚｼﾞｵ(S) ｺｰﾅｰｿﾌｧL,T523    S  31L      DB  48/2406,,,1,製品,0011,ソファ,布,G,,48/2406,,1.40000,,BE,,BE,,1004,,B,,T523,S,31L,,DB,
T523    SE,T523    SE 03    T      38/2542,SZS000006855,製番手配入力,JUC000001949-01,2019/12/24,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,T523    0007295,ﾚｼﾞｵ(S) 3Pｿﾌｧ T,T523    SE 03    T      38/2542,,,1,製品,0011,ソファ,布,G,,38/2542,,1.37000,,BE,,BE,,1000,,B,,T523,SE,03,T,,
T623    HN,T623    HN 09       DB  L3/518,SZS000002172,製番手配入力,JUC000000321-02,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T623    0001706,ｴﾃﾞｨﾅ(H) 3P片肘ｿﾌｧ,T623    HN 09       DB  L3/518,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T623,HN,09,,DB,
T623    HN,T623    HN 10       DB  L3/518,SZS000002166,製番手配入力,JUC000000321-01,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T623    0002913,ｴﾃﾞｨﾅ(H) 1Pｱｰﾑﾚｽｿﾌｧ,T623    HN 10       DB  L3/518,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T623,HN,10,,DB,
T623    HN,T623    HN 49       DB  L3/518,SZS000002178,製番手配入力,JUC000000321-03,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T623    0001406,ｴﾃﾞｨﾅ ｶｳﾁ,T623    HN 49       DB  L3/518,,,1,製品,0011,ソファ,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,T623,HN,49,,DB,
T623    SN,T623    SN 07       NA  22/5508,SZS000003459,製番手配入力,JUC000000699-01,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,T623    0003759,ｴﾃﾞｨﾅ(S) 2P片肘ｿﾌｧ,T623    SN 07       NA  22/5508,,,1,製品,0011,ソファ,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,T623,SN,07,,NA,
